split,cohort,model,c_index
62,Terunuma,Clinical,0.658472344161545
63,TCGA_test,M2EFM_Molecular,0.734216679657054
63,TCGA_test,M2EFM_ExpClin,0.804624577812419
63,TCGA_test,Clinical,0.790854767472071
63,Kao,M2EFM_Molecular,0.69602124531702
63,Kao,M2EFM_ExpClin,0.723478920662019
63,Kao,Clinical,0.62353582776118
63,Terunuma,M2EFM_Molecular,0.649692712906058
63,Terunuma,M2EFM_ExpClin,0.69622475856014
63,Terunuma,Clinical,0.665496049165935
64,TCGA_test,M2EFM_Molecular,0.624508050089446
64,TCGA_test,M2EFM_ExpClin,0.713595706618962
64,TCGA_test,Clinical,0.749642218246869
64,Kao,M2EFM_Molecular,0.689571774078816
64,Kao,M2EFM_ExpClin,0.711718120168824
64,Kao,Clinical,0.62932138284251
64,Terunuma,M2EFM_Molecular,0.625987708516242
64,Terunuma,M2EFM_ExpClin,0.686567164179104
64,Terunuma,Clinical,0.665496049165935
65,TCGA_test,M2EFM_Molecular,0.669803487406587
65,TCGA_test,M2EFM_ExpClin,0.744256850262939
65,TCGA_test,Clinical,0.782729034043731
65,Kao,M2EFM_Molecular,0.710864513681415
65,Kao,M2EFM_ExpClin,0.712334613743064
65,Kao,Clinical,0.625480153649168
65,Terunuma,M2EFM_Molecular,0.635645302897278
65,Terunuma,M2EFM_ExpClin,0.690079016681299
65,Terunuma,Clinical,0.66198419666374
66,TCGA_test,M2EFM_Molecular,0.698211314475874
66,TCGA_test,M2EFM_ExpClin,0.771006655574043
66,TCGA_test,Clinical,0.744384359400998
66,Kao,M2EFM_Molecular,0.68715322236449
66,Kao,M2EFM_ExpClin,0.707687200644947
66,Kao,Clinical,0.610589462702139
66,Terunuma,M2EFM_Molecular,0.601404741000878
66,Terunuma,M2EFM_ExpClin,0.66900790166813
66,Terunuma,Clinical,0.662862159789289
67,TCGA_test,M2EFM_Molecular,0.659667302972457
67,TCGA_test,M2EFM_ExpClin,0.766293973275157
67,TCGA_test,Clinical,0.695936733024271
67,Kao,M2EFM_Molecular,0.694930525916441
67,Kao,M2EFM_ExpClin,0.688243941765069
67,Kao,Clinical,0.588016313368426
67,Terunuma,M2EFM_Molecular,0.631255487269535
67,Terunuma,M2EFM_ExpClin,0.676909569798069
67,Terunuma,Clinical,0.656716417910448
68,TCGA_test,M2EFM_Molecular,0.675252689925008
68,TCGA_test,M2EFM_ExpClin,0.723508314313662
68,TCGA_test,Clinical,0.711444408216498
68,Kao,M2EFM_Molecular,0.704035661782141
68,Kao,M2EFM_ExpClin,0.692843932280552
68,Kao,Clinical,0.604377104377104
68,Terunuma,M2EFM_Molecular,0.640913081650571
68,Terunuma,M2EFM_ExpClin,0.688323090430202
68,Terunuma,Clinical,0.66198419666374
69,TCGA_test,M2EFM_Molecular,0.728414442700157
69,TCGA_test,M2EFM_ExpClin,0.783882783882784
69,TCGA_test,Clinical,0.762820512820513
69,Kao,M2EFM_Molecular,0.701427419737279
69,Kao,M2EFM_ExpClin,0.732536633945085
69,Kao,Clinical,0.613624507990705
69,Terunuma,M2EFM_Molecular,0.633889376646181
69,Terunuma,M2EFM_ExpClin,0.693590869183494
69,Terunuma,Clinical,0.66198419666374
70,TCGA_test,M2EFM_Molecular,0.710944808231993
70,TCGA_test,M2EFM_ExpClin,0.791393826005613
70,TCGA_test,Clinical,0.791082008107265
70,Kao,M2EFM_Molecular,0.680656328543653
70,Kao,M2EFM_ExpClin,0.697491345378669
70,Kao,Clinical,0.609878123962631
70,Terunuma,M2EFM_Molecular,0.63476733977173
70,Terunuma,M2EFM_ExpClin,0.691834942932397
70,Terunuma,Clinical,0.662862159789289
71,TCGA_test,M2EFM_Molecular,0.599054576708208
71,TCGA_test,M2EFM_ExpClin,0.743876235496347
71,TCGA_test,Clinical,0.77481736140954
71,Kao,M2EFM_Molecular,0.685161473893868
71,Kao,M2EFM_ExpClin,0.697301655048134
71,Kao,Clinical,0.627519324702423
71,Terunuma,M2EFM_Molecular,0.588235294117647
71,Terunuma,M2EFM_ExpClin,0.667251975417033
71,Terunuma,Clinical,0.655838454784899
72,TCGA_test,M2EFM_Molecular,0.685030218503022
72,TCGA_test,M2EFM_ExpClin,0.775220827522083
72,TCGA_test,Clinical,0.759995350999535
72,Kao,M2EFM_Molecular,0.684260444823825
72,Kao,M2EFM_ExpClin,0.701854222980984
72,Kao,Clinical,0.619315217906767
72,Terunuma,M2EFM_Molecular,0.655838454784899
72,Terunuma,M2EFM_ExpClin,0.705882352941176
72,Terunuma,Clinical,0.665496049165935
73,TCGA_test,M2EFM_Molecular,0.641522652965904
73,TCGA_test,M2EFM_ExpClin,0.715787015413358
73,TCGA_test,Clinical,0.758991125642223
73,Kao,M2EFM_Molecular,0.703514013373168
73,Kao,M2EFM_ExpClin,0.738417034191682
73,Kao,Clinical,0.626950253710817
73,Terunuma,M2EFM_Molecular,0.563652326602283
73,Terunuma,M2EFM_ExpClin,0.674275680421422
73,Terunuma,Clinical,0.658472344161545
74,TCGA_test,M2EFM_Molecular,0.660547021356313
74,TCGA_test,M2EFM_ExpClin,0.739977519670289
74,TCGA_test,Clinical,0.785406519295616
74,Kao,M2EFM_Molecular,0.69085218380993
74,Kao,M2EFM_ExpClin,0.718499549485465
74,Kao,Clinical,0.640750225257268
74,Terunuma,M2EFM_Molecular,0.652326602282704
74,Terunuma,M2EFM_ExpClin,0.695346795434592
74,Terunuma,Clinical,0.662862159789289
75,TCGA_test,M2EFM_Molecular,0.664124466137889
75,TCGA_test,M2EFM_ExpClin,0.762050030506407
75,TCGA_test,Clinical,0.739322757779134
75,Kao,M2EFM_Molecular,0.694693413003272
75,Kao,M2EFM_ExpClin,0.713662446056812
75,Kao,Clinical,0.617513159766681
75,Terunuma,M2EFM_Molecular,0.644424934152766
75,Terunuma,M2EFM_ExpClin,0.692712906057946
75,Terunuma,Clinical,0.665496049165935
76,TCGA_test,M2EFM_Molecular,0.584460934089917
76,TCGA_test,M2EFM_ExpClin,0.705587079877783
76,TCGA_test,Clinical,0.713225665648189
76,Kao,M2EFM_Molecular,0.680182102717314
76,Kao,M2EFM_ExpClin,0.678474889742495
76,Kao,Clinical,0.593517332953953
76,Terunuma,M2EFM_Molecular,0.654082528533802
76,Terunuma,M2EFM_ExpClin,0.667251975417033
76,Terunuma,Clinical,0.657594381035997
77,TCGA_test,M2EFM_Molecular,0.631366974650557
77,TCGA_test,M2EFM_ExpClin,0.734660033167496
77,TCGA_test,Clinical,0.736199952617863
77,Kao,M2EFM_Molecular,0.690709916062029
77,Kao,M2EFM_ExpClin,0.704509887608479
77,Kao,Clinical,0.56639161568739
77,Terunuma,M2EFM_Molecular,0.645302897278314
77,Terunuma,M2EFM_ExpClin,0.701492537313433
77,Terunuma,Clinical,0.654082528533802
78,TCGA_test,M2EFM_Molecular,0.757526444263629
78,TCGA_test,M2EFM_ExpClin,0.822620016273393
78,TCGA_test,Clinical,0.806143205858422
78,Kao,M2EFM_Molecular,0.696922274387063
78,Kao,M2EFM_ExpClin,0.72570778204581
78,Kao,Clinical,0.627993550528762
78,Terunuma,M2EFM_Molecular,0.673397717295874
78,Terunuma,M2EFM_ExpClin,0.69622475856014
78,Terunuma,Clinical,0.66198419666374
79,TCGA_test,M2EFM_Molecular,0.692021857923497
79,TCGA_test,M2EFM_ExpClin,0.712349726775956
79,TCGA_test,Clinical,0.711147540983607
79,Kao,M2EFM_Molecular,0.673637786313843
79,Kao,M2EFM_ExpClin,0.69934082610139
79,Kao,Clinical,0.635628586332812
79,Terunuma,M2EFM_Molecular,0.630377524143986
79,Terunuma,M2EFM_ExpClin,0.687445127304653
79,Terunuma,Clinical,0.655838454784899
80,TCGA_test,M2EFM_Molecular,0.71694637740483
80,TCGA_test,M2EFM_ExpClin,0.742120343839542
80,TCGA_test,Clinical,0.714592713876382
80,Kao,M2EFM_Molecular,0.678380044577228
80,Kao,M2EFM_ExpClin,0.710722245933514
80,Kao,Clinical,0.640181154265661
80,Terunuma,M2EFM_Molecular,0.604916593503073
80,Terunuma,M2EFM_ExpClin,0.665496049165935
80,Terunuma,Clinical,0.661106233538192
81,TCGA_test,M2EFM_Molecular,0.638326585695007
81,TCGA_test,M2EFM_ExpClin,0.730769230769231
81,TCGA_test,Clinical,0.754892037786775
81,Kao,M2EFM_Molecular,0.676672831602409
81,Kao,M2EFM_ExpClin,0.690377957983592
81,Kao,Clinical,0.613482240242804
81,Terunuma,M2EFM_Molecular,0.659350307287094
81,Terunuma,M2EFM_ExpClin,0.686567164179104
81,Terunuma,Clinical,0.663740122914838
82,TCGA_test,M2EFM_Molecular,0.717035438028422
82,TCGA_test,M2EFM_ExpClin,0.794387479762547
82,TCGA_test,Clinical,0.799604245367872
82,Kao,M2EFM_Molecular,0.690899606392564
82,Kao,M2EFM_ExpClin,0.726608811115853
82,Kao,Clinical,0.618414188836724
82,Terunuma,M2EFM_Molecular,0.640913081650571
82,Terunuma,M2EFM_ExpClin,0.688323090430202
82,Terunuma,Clinical,0.662862159789289
83,TCGA_test,M2EFM_Molecular,0.608974358974359
83,TCGA_test,M2EFM_ExpClin,0.702307692307692
83,TCGA_test,Clinical,0.768974358974359
83,Kao,M2EFM_Molecular,0.710722245933514
83,Kao,M2EFM_ExpClin,0.692369706454214
83,Kao,Clinical,0.587399819794186
83,Terunuma,M2EFM_Molecular,0.605794556628622
83,Terunuma,M2EFM_ExpClin,0.67603160667252
83,Terunuma,Clinical,0.660228270412643
84,TCGA_test,M2EFM_Molecular,0.676119402985075
84,TCGA_test,M2EFM_ExpClin,0.763113006396589
84,TCGA_test,Clinical,0.718550106609808
84,Kao,M2EFM_Molecular,0.6941717645943
84,Kao,M2EFM_ExpClin,0.693413003272158
84,Kao,Clinical,0.585313226158297
84,Terunuma,M2EFM_Molecular,0.656716417910448
84,Terunuma,M2EFM_ExpClin,0.697102721685689
84,Terunuma,Clinical,0.655838454784899
85,TCGA_test,M2EFM_Molecular,0.682075471698113
85,TCGA_test,M2EFM_ExpClin,0.758018867924528
85,TCGA_test,Clinical,0.74752358490566
85,Kao,M2EFM_Molecular,0.694693413003272
85,Kao,M2EFM_ExpClin,0.711623275003557
85,Kao,Clinical,0.617608004931949
85,Terunuma,M2EFM_Molecular,0.655838454784899
85,Terunuma,M2EFM_ExpClin,0.695346795434592
85,Terunuma,Clinical,0.662862159789289
86,TCGA_test,M2EFM_Molecular,0.694401484689143
86,TCGA_test,M2EFM_ExpClin,0.752861119703062
86,TCGA_test,Clinical,0.726879059696876
86,Kao,M2EFM_Molecular,0.697918148622374
86,Kao,M2EFM_ExpClin,0.718784084981268
86,Kao,Clinical,0.622207995447432
86,Terunuma,M2EFM_Molecular,0.630377524143986
86,Terunuma,M2EFM_ExpClin,0.692712906057946
86,Terunuma,Clinical,0.665496049165935
87,TCGA_test,M2EFM_Molecular,0.565834557023984
87,TCGA_test,M2EFM_ExpClin,0.743024963289281
87,TCGA_test,Clinical,0.801272638277044
87,Kao,M2EFM_Molecular,0.672547066913264
87,Kao,M2EFM_ExpClin,0.68838620951297
87,Kao,Clinical,0.619410063072035
87,Terunuma,M2EFM_Molecular,0.611940298507463
87,Terunuma,M2EFM_ExpClin,0.679543459174715
87,Terunuma,Clinical,0.665496049165935
88,TCGA_test,M2EFM_Molecular,0.678337428337428
88,TCGA_test,M2EFM_ExpClin,0.745085995085995
88,TCGA_test,Clinical,0.697583947583948
88,Kao,M2EFM_Molecular,0.692511974202115
88,Kao,M2EFM_ExpClin,0.682648077014274
88,Kao,Clinical,0.576587470953668
88,Terunuma,M2EFM_Molecular,0.643546971027217
88,Terunuma,M2EFM_ExpClin,0.677787532923617
88,Terunuma,Clinical,0.654082528533802
89,TCGA_test,M2EFM_Molecular,0.677039041360649
89,TCGA_test,M2EFM_ExpClin,0.792230382682644
89,TCGA_test,Clinical,0.7936799381523
89,Kao,M2EFM_Molecular,0.698297529283445
89,Kao,M2EFM_ExpClin,0.715417081614265
89,Kao,Clinical,0.620073979228909
89,Terunuma,M2EFM_Molecular,0.642669007901668
89,Terunuma,M2EFM_ExpClin,0.69622475856014
89,Terunuma,Clinical,0.658472344161545
90,TCGA_test,M2EFM_Molecular,0.702696196437169
90,TCGA_test,M2EFM_ExpClin,0.786711603273953
90,TCGA_test,Clinical,0.730621088107848
90,Kao,M2EFM_Molecular,0.709062455541329
90,Kao,M2EFM_ExpClin,0.708967610376061
90,Kao,Clinical,0.617418314601413
90,Terunuma,M2EFM_Molecular,0.661106233538192
90,Terunuma,M2EFM_ExpClin,0.689201053555751
90,Terunuma,Clinical,0.658472344161545
91,TCGA_test,M2EFM_Molecular,0.692874692874693
91,TCGA_test,M2EFM_ExpClin,0.775675675675676
91,TCGA_test,Clinical,0.792260442260442
91,Kao,M2EFM_Molecular,0.697017119552331
91,Kao,M2EFM_ExpClin,0.712192345995163
91,Kao,Clinical,0.636861573481292
91,Terunuma,M2EFM_Molecular,0.650570676031607
91,Terunuma,M2EFM_ExpClin,0.695346795434592
91,Terunuma,Clinical,0.658472344161545
92,TCGA_test,M2EFM_Molecular,0.676584349895864
92,TCGA_test,M2EFM_ExpClin,0.807200238024397
92,TCGA_test,Clinical,0.835911930972925
92,Kao,M2EFM_Molecular,0.687532603025561
92,Kao,M2EFM_ExpClin,0.695547019490681
92,Kao,Clinical,0.622397685777968
92,Terunuma,M2EFM_Molecular,0.656716417910448
92,Terunuma,M2EFM_ExpClin,0.70324846356453
92,Terunuma,Clinical,0.664618086040386
93,TCGA_test,M2EFM_Molecular,0.657987643424537
93,TCGA_test,M2EFM_ExpClin,0.768755516328332
93,TCGA_test,Clinical,0.747021182700794
93,Kao,M2EFM_Molecular,0.692037748375777
93,Kao,M2EFM_ExpClin,0.709773794280837
93,Kao,Clinical,0.628183240859297
93,Terunuma,M2EFM_Molecular,0.617208077260755
93,Terunuma,M2EFM_ExpClin,0.675153643546971
93,Terunuma,Clinical,0.655838454784899
94,TCGA_test,M2EFM_Molecular,0.650044130626655
94,TCGA_test,M2EFM_ExpClin,0.707413945278023
94,TCGA_test,Clinical,0.686893203883495
94,Kao,M2EFM_Molecular,0.699198558353488
94,Kao,M2EFM_ExpClin,0.710248020107175
94,Kao,Clinical,0.617323469436145
94,Terunuma,M2EFM_Molecular,0.661106233538192
94,Terunuma,M2EFM_ExpClin,0.689201053555751
94,Terunuma,Clinical,0.664618086040386
95,TCGA_test,M2EFM_Molecular,0.732595666205625
95,TCGA_test,M2EFM_ExpClin,0.783540802213001
95,TCGA_test,Clinical,0.73374827109267
95,Kao,M2EFM_Molecular,0.69478825816854
95,Kao,M2EFM_ExpClin,0.71314079764784
95,Kao,Clinical,0.630744060321525
95,Terunuma,M2EFM_Molecular,0.637401229148376
95,Terunuma,M2EFM_ExpClin,0.69622475856014
95,Terunuma,Clinical,0.659350307287094
96,TCGA_test,M2EFM_Molecular,0.645161290322581
96,TCGA_test,M2EFM_ExpClin,0.70733137829912
96,TCGA_test,Clinical,0.687243401759531
96,Kao,M2EFM_Molecular,0.709062455541329
96,Kao,M2EFM_ExpClin,0.711386162090387
96,Kao,Clinical,0.609593588466828
96,Terunuma,M2EFM_Molecular,0.665496049165935
96,Terunuma,M2EFM_ExpClin,0.702370500438982
96,Terunuma,Clinical,0.663740122914838
97,TCGA_test,M2EFM_Molecular,0.681084570690768
97,TCGA_test,M2EFM_ExpClin,0.726275016139445
97,TCGA_test,Clinical,0.658005164622337
97,Kao,M2EFM_Molecular,0.690994451557832
97,Kao,M2EFM_ExpClin,0.708019158723384
97,Kao,Clinical,0.61959975340257
97,Terunuma,M2EFM_Molecular,0.664618086040386
97,Terunuma,M2EFM_ExpClin,0.694468832309043
97,Terunuma,Clinical,0.665496049165935
98,TCGA_test,M2EFM_Molecular,0.705112062452783
98,TCGA_test,M2EFM_ExpClin,0.803575925459582
98,TCGA_test,Clinical,0.82460337446487
98,Kao,M2EFM_Molecular,0.691800635462607
98,Kao,M2EFM_ExpClin,0.711575852420923
98,Kao,Clinical,0.631645089391568
98,Terunuma,M2EFM_Molecular,0.638279192273925
98,Terunuma,M2EFM_ExpClin,0.714661984196664
98,Terunuma,Clinical,0.659350307287094
99,TCGA_test,M2EFM_Molecular,0.703292344307814
99,TCGA_test,M2EFM_ExpClin,0.790757635858786
99,TCGA_test,Clinical,0.766164220547402
99,Kao,M2EFM_Molecular,0.700147010006165
99,Kao,M2EFM_ExpClin,0.720301607625551
99,Kao,Clinical,0.625527576231802
99,Terunuma,M2EFM_Molecular,0.649692712906058
99,Terunuma,M2EFM_ExpClin,0.704126426690079
99,Terunuma,Clinical,0.664618086040386
100,TCGA_test,M2EFM_Molecular,0.758127738067789
100,TCGA_test,M2EFM_ExpClin,0.781876873414803
100,TCGA_test,Clinical,0.731496426100992
100,Kao,M2EFM_Molecular,0.689808886991986
100,Kao,M2EFM_ExpClin,0.6941717645943
100,Kao,Clinical,0.594086403945559
100,Terunuma,M2EFM_Molecular,0.657594381035997
100,Terunuma,M2EFM_ExpClin,0.691834942932397
100,Terunuma,Clinical,0.659350307287094
