gene_id
KIFC2
ARHGAP21
HCN4
ABCG4
PIGM
TMEM204
TMEM53
NDUFA13
SMOX
RPP38
CRADD
IGF2BP2
IKZF2
RASSF9
TGFBR2
TTL
GPR132
MT1H
GAB1
PREB
ZMYM2
SLC13A2
ZNF71
APH1A
CA4
EPS8
MYO1F
SNX16
PRPF8
PRKAB1
HTRA3
LDHD
TFAP2B
AP1M2
RPS27
CYS1
TRAPPC5
LOC646214
B4GALT1
SCNN1G
VPS29
DLG3
GPR180
ANKRD11
IGF2BP3
TKTL1
FAHD1
DHRS9
MDM2
OPN4
SFXN2
AGBL4
DDX17
HTRA1
KCTD3
SETMAR
RASGRP4
SLC27A6
KIAA0586
C1GALT1C1
CELF3
TSPAN3
GOPC
RHOT2
FLT1
TPK1
MARK1
BANF1
CCDC50
ELF4
IRS1
HECTD2
RGS19
OGN
HPSE2
CLEC4E
IL17RC
RNF141
PHLDA2
C11orf71
SVIP
MRPL16
CPSF1
KBTBD4
EIF3J
RNF34
SKIL
ADAMTS15
HSCB
ATAD1
ORMDL1
TRIM35
TYW1
BCLAF1
SLC1A3
CLDN7
SULT1C2
WFIKKN1
DIS3L2
AUH
ZNF829
RASGRF1
PRR11
PLAGL2
JAZF1
HOXB8
KIF23
FZR1
HSPB6
PORCN
ABCC9
PRKAA2
ZFP64
CLDN10
SOX13
PLAC1
GIN1
SFXN5
C12orf43
TIMP1
DUSP2
IGFBP6
DYNLT3
PPARGC1B
SUSD4
FUBP3
RPS6KA1
COX5A
DDRGK1
PPP3CB
ZNF215
SLC30A9
VRK1
TRIB2
WDR72
NOSIP
ESPN
FGFBP3
FBXW5
GPX8
TUBB2B
CKB
KPNB1
UNC13B
TTLL12
KLF6
KRT16
PRAME
MAPKAPK2
AIP
SYN3
SMNDC1
CRISPLD2
B4GALT5
HSPA12A
MMP17
LCN2
HEBP2
KLF3
MAP1S
CCNG2
ITGAM
KCNA3
CYP24A1
PITPNA
TMEM184B
ZFC3H1
NGF
PHKG1
SEC23B
GHR
ZNF702P
PCP2
NGRN
LINGO1
IREB2
PRPS2
SELL
VGLL3
TRA2A
FERMT2
CPPED1
SMC6
KCNA2
MYOM3
ZNF16
ZNF557
HOMER3
SLC2A3
SAMD4B
KHK
ALG1
CMYA5
PXDNL
SET
RNF150
MADCAM1
ELOVL7
MAP9
SERPINB6
NUDT12
PISD
GALNT7
DKC1
APLNR
RASEF
SORCS3
SLC38A9
BRAP
MPEG1
IL12RB2
RAB8B
DLG1
PPFIA2
FGF12
VASN
SLAMF8
NUBPL
SIM1
SOX15
ZNF331
KCNIP2
CHAC2
ZNF518A
HNRNPA1
SLC30A2
LDLRAD3
GDE1
DCAF17
AGBL5
TIMM17A
STIM2
SFT2D3
HS3ST4
MRPS35
PMEPA1
HSPG2
DOK3
TPRG1
PRSS27
GPR45
PTPRJ
EXOSC7
GEMIN7
MAPK7
SNX31
LMLN
KRT19
SYAP1
CDC73
PATZ1
EFHB
DERL2
SPTBN4
TAF1A
SRPX
AQP3
ZDHHC13
TM7SF3
DIS3L
COL11A1
EVI5L
TRIM62
REV1
SPAG7
TRMT5
FRMD8
RHOD
POP4
LRRC14
SKAP1
DOCK5
NAALAD2
EP300
RBP7
CLDND1
NDUFB7
CLASP2
PARP3
SLC6A9
KDM4D
PTPN2
HSPH1
UBE2B
EEPD1
STS
TMEM63C
SCYL2
ZFYVE9
SLCO2B1
SMPD2
COPS5
SMARCA5
CDCA5
CASP14
TRIM3
MRPL52
THOP1
PUS3
EDN3
FGFRL1
UBLCP1
MAFB
SLC36A4
CYYR1
RAB34
RNF125
MAPK8IP3
ACOT7
CNDP2
MED30
CLDN6
HDAC2
COL5A3
FAM90A1
SCAF1
RAB10
MAGOH
NCAPH2
MYLK3
REG4
AADAT
FAM171A1
RRAD
WDR25
WDR49
FAM20B
PCDHB3
ZBTB9
NUDT9P1
NAE1
RAPGEF1
HPRT1
MRPL9
MUL1
TAB2
KLF16
C8orf33
HIPK3
MTMR7
ARMC9
KLK11
SLC14A2
DNAH14
CLINT1
ZNF341
PXK
PPP1R9A
TG
GTPBP8
SIAH2
CYB5D1
HMGB2
LAMA5
SLC1A1
MARK4
PCDHB13
GPSM1
USP54
CBLN1
DPM2
PLEKHO2
DDIT4
FDXR
NPW
FAP
MORN4
SEC22C
RALGAPA1
NDRG2
CMKLR1
HMBOX1
LBH
ESRP1
NRARP
GLT8D1
SFPQ
UBR1
TRIM37
FAM76A
INTS9
ACAP2
DDX51
COX6B2
ASS1
RUVBL1
CELF5
ASPM
GPR108
PRR22
ANAPC11
SAMD9L
DES
ARMC3
MSC
NR1I2
CASP8AP2
PITPNC1
IL24
KIF2C
INHBE
SAMD3
SLC7A8
PDE6B
OXTR
LATS2
TBC1D17
GRB7
IFRD1
AJAP1
ATMIN
TMEM126A
KRT40
TMEM52
WFDC1
RABGGTB
ANO1
SHE
FAM110C
LIX1L
NHLRC4
PKN3
NAP1L5
MCOLN1
PLEKHN1
ENPEP
PEX12
RANBP3L
JAG1
LMO4
HNMT
SRA1
AIF1L
ATXN3
UBR2
GYPC
KCTD13
STK16
RTN4R
FBXO45
DUSP23
ALDH6A1
ATP10B
SSX2IP
LRRC39
BACH2
INHA
LRP5L
FKBP2
PCMTD2
FBXO4
RUSC2
TTC22
ARIH2
FAM83G
SGSM3
UBE2Q1
ADCY1
YIF1B
NOL8
CD58
NMBR
ZBTB44
VPS52
SEMA4A
UCA1
MAP3K14
DKK2
ZNF90
PLK3
GGT5
DRAP1
OSBPL9
LEMD3
MEIS1
DEGS1
MAL2
SCG3
FCRL4
FUNDC1
UPP2
WDR41
TATDN1
ZNF575
CIB1
IFNAR1
TRANK1
RHOG
SH2D3C
NAA15
CEPT1
NRSN2
HOXA6
RNF183
AP2M1
THEMIS
RCVRN
SIRPG
DNAJB7
MECOM
LAPTM4B
ALDH1L2
EPO
ANKRD36B
PIGC
STIM1
CTNNA1
SEZ6L2
DBH
TSSK6
IRF2BP1
KRT79
IMMP2L
SMARCC2
BIN2
SPINT1
IL15RA
COL18A1
DLD
PTBP1
SLC6A14
C1orf116
SLC38A1
NAP1L1
MYCT1
TM9SF2
PI4K2B
SMG1
MC1R
EFCAB10
AFF2
KIAA0087
KIF15
CAMK2G
HAPLN4
GFI1B
CCL22
ZNF32
PTPRK
RHCG
TBCA
CCDC85B
XKR6
METRN
ZC3H18
PDGFRL
VPS4B
RHOXF1
TMEM150A
RPL28
VAT1L
C1S
MIB1
NUDT15
CCDC137
TTC13
IRF1
SLFN12
GBP3
NPY5R
MAN2A1
CALB2
AOC2
ROMO1
AZIN1
EPHB1
FIBP
MFSD1
CHRNA9
PTPN23
RERE
ACSM1
CLEC4D
VAPA
MRPL20
COL2A1
PLEKHG2
C6orf120
RGS7BP
FOXA1
TBC1D10B
CST2
PCDHB10
TWF2
ACACA
NLN
SYN2
CTTN
S100P
MTIF2
RALY
SDC2
ZNF512
WFDC2
SLC4A10
SHISA9
TNK1
IL18BP
ZNF500
DMD
KLC1
RHOV
HNRNPA2B1
HSD17B8
SLC26A6
TLL1
ANKRD2
SERPINA3
PLA2G7
RGS7
CNTLN
NRGN
DYNLRB2
TEC
SLC5A1
LIMA1
CWH43
AKAP7
TRIM65
C15orf61
CHST15
CENPI
INTU
AP1G1
TMEM54
RBM42
ZFYVE19
CYGB
HLA-DOA
PCNP
IMMT
TFDP2
KIF26B
KLHDC4
CALB1
FANCI
ZNF468
KCNJ2
TRIM59
C12orf42
GALNT2
TBKBP1
TESK1
GTPBP2
CXCL9
PSORS1C1
CHST12
PDE6D
EXOC6B
SLC7A13
USP28
FAM118B
RELA
SLC1A2
FGF9
RASGEF1A
TCIRG1
PSMB10
TOP3A
MPV17L2
THAP2
COL4A3
ITPKC
NRP1
ZNF43
COL4A2
PGM2L1
PPIE
CPNE3
CD93
SCNN1B
TUBA8
RHOF
ERC2
DHX8
RBM15B
PMCH
GNB2
RNF148
DPM1
KIAA2013
SERPINA6
ZNF606
XIRP1
MID1
ARHGAP18
SH3BP5
EFNB2
CCDC3
GJA3
SYNGR2
SP5
DCP1B
ANKRD45
TTC39C
HMGN4
SF3B2
ARMCX3
HLX
DFFA
ZNF677
USF1
IFI35
C10orf95
CREG1
KCNJ3
DRD1
TTLL1
IQSEC3
SDAD1
RAPGEF5
RAB3IL1
OXNAD1
PODXL
AKAP8
LRP6
MRPS18A
HAX1
ENPP2
CHST8
DICER1
GORAB
FAM161A
LRRC19
UEVLD
SLC30A8
KHSRP
CCDC88A
HSPA2
NF2
MESP1
TBCB
POU2F3
EPM2A
C14orf180
SLC6A7
RAPH1
PSMD2
ESR1
DEPDC5
TET3
ERBB3
CD2BP2
DMC1
PPA2
ADCY5
ABCC10
ZNF780A
KBTBD7
GAS6
FKBPL
TANK
LSM4
PBX1
ATF2
RPS5
DBP
MAOA
ANGPTL4
PTP4A1
PPOX
CPZ
FANCG
ATP8A2
YIPF5
THUMPD1
SETD2
AIMP2
ADAM15
PSORS1C2
COQ3
TOR1A
TM4SF18
STAG3L4
DAZAP1
DUS3L
SUCLG1
AMIGO3
PGAM5
GEMIN5
TSKS
SDHC
TP63
FAM200B
PTH1R
ONECUT2
MPV17L
TASP1
TMEM216
CLEC12A
CCS
ZBTB17
PDIA4
PIGL
HS3ST6
NUPR1
NDUFB2
MCM4
TRMT2B
THBS3
CUEDC1
LYPD6B
CCKBR
GOLGA7B
S100A10
CDC37L1
ZBTB25
TFE3
RBL1
TNNT2
GNAI1
PSMB9
ADH5
AHCYL1
TREM2
HOXD9
ELOVL4
SLC2A14
SENP1
PBXIP1
OXT
CAND1
KLHL8
CPM
C17orf75
FAM186A
SFN
HSD3B7
INO80
LRRK1
GRIN3A
S100A3
NMB
PIGQ
LOC441666
SLC39A11
TRIAP1
ATIC
RIMS3
DNAH11
NAA50
CD34
DHX15
NID1
ZNF236
NUDT11
RIPK3
ELL
SYDE1
PYGM
GLS2
MYD88
PHF20L1
ZNF732
RAPGEF6
ERRFI1
CDC42EP1
PGGT1B
VILL
VWA3A
PUM2
RPL24
ATP7A
NCKIPSD
ARHGEF1
FNDC8
MRPL21
SETD7
LTK
TMEM109
URB1
PIN4
PPP1R3D
ANKS6
UHMK1
ZFAT
ZDHHC3
ZW10
OS9
FGFR1OP2
SLC47A1
SIK2
DRD4
TMEM117
PIGB
NDUFB1
SECISBP2
RRM2
XRCC6
ZNF430
PITX1
COL6A6
NETO1
ARRB2
MTX3
SMARCAD1
C1orf210
MYO7A
TRIM21
TBCK
MAZ
ABCA6
NME7
TMEM186
PAX9
BMF
PRSS21
TOX3
CCL23
SYT9
NUDT17
TOMM34
SLC12A9
CLDN5
OTOR
ULK4
TMEM119
MYC
ADAMTS19
ANO3
TWIST1
LPAL2
DCTPP1
FANCD2
SEMA7A
SLC6A6
PPM1G
TXNRD2
IRF3
ASCL1
SPATA6
KBTBD3
ZNF707
HTR1F
CDK5RAP1
ATP13A4
CTNNBL1
DLK2
C12orf75
DIXDC1
OR51E2
ADPRHL1
SMYD1
GHDC
EIF2B4
PAX7
PACSIN1
MARK3
APOB
S100A11
MPP3
PARP8
NDUFAB1
BUB3
IPO8
KLF4
CYSLTR2
YY1AP1
FZD7
ABCA12
PLA2G6
SGTB
MUC20
UBAP1
CAST
ARF4
DYNLL2
CPA3
NR2F6
DPY30
AKR1A1
TMEM41A
MAPK9
ZNF83
SOX9
ZNF775
S100A5
MYO19
DGCR2
SLC25A35
METAP2
CCDC66
PLCD1
ARIH1
CLRN3
NSUN7
NUBP1
KCP
ZBTB1
CDSN
C21orf58
DCTN6
GCAT
OBP2B
YWHAH
QRICH2
MED29
SLC25A3
RTTN
CDK1
ANO10
MYL5
PDSS2
PSMB5
MTHFD2L
SYVN1
PEX11G
PPP1R13B
KIF5A
FIGNL1
NEK2
IER3
FOXO4
RRAS
STRN4
NHSL2
CHCHD3
PSMA1
ROCK2
CDC42BPB
VBP1
PER2
FOXP2
TMEM176A
PHYHD1
GRM7
ACSF2
SENP2
IFNGR2
SBF1
ARHGAP36
ZNHIT3
GAPT
RNF126P1
RTKN2
RBMS2
ANXA7
TMEM47
PARD6A
LCTL
RPH3AL
EEF2K
PES1
DNAJC2
MRI1
KLHL12
GPR107
AVPR1A
PPIP5K2
TMBIM4
TK2
UCP3
UNC5A
PTGES3
SLC35D3
GALM
TPP2
SNX12
PTPRO
NFKBIB
DOK4
CD37
UBR5
SH3BP1
NIPBL
STARD10
CC2D1A
CALN1
EXOSC8
CAPZA1
SEC14L2
CHRM5
GMPR2
VSTM2L
DLL3
CLNK
ERP44
PDSS1
IKBIP
COX8A
FKTN
HOOK1
PPWD1
MEX3C
CACNB3
RERGL
PEA15
PDCD2L
IDH1
ARID3B
CCNT2
LOC100130691
TRMT1
OGFOD2
TRPM8
MRPL40
YES1
LRRC8C
PRKD2
SERTAD1
REEP3
LUC7L
SMARCA1
GPR15
PGM3
ELAC1
VGLL4
APOBEC2
AP3B2
GALK1
PSRC1
FBLN7
RNPS1
CLN6
DAXX
ZNF791
SLITRK1
SDC4
PLAC4
ZBTB48
PPIG
DTX2
GCC1
MBNL3
CACNA1G
IRX4
SEMA3C
BTG1
NBPF3
PLAT
MIPOL1
CRYBB3
AGFG2
KCNAB2
VEZT
CD3D
TMC7
SOD2
CLIC4
UBE2S
ABCA1
SPTY2D1
DHX9
UBE3B
ATL2
IGDCC4
CCDC85A
HGSNAT
RNF114
PDZRN3
ZNF684
ZC3H12A
ERP27
CDC42EP4
FYCO1
UCHL5
RBMX2
HMGA1
ASCC3
LRGUK
SAMD11
WDR33
KIF5B
LRPAP1
P2RY4
KCNK1
ABCG5
CHD6
RECK
PYROXD1
OSBPL6
TOMM22
UTP14A
FKBP3
MAGI1
RABGEF1
NIT1
SHISA6
RAD50
ZNF830
NBN
FAM110B
TPI1
MCM9
AP3M1
SPRYD4
RGMA
MTMR4
LHX2
CLPP
TRPM5
RGS9BP
TRABD
TTC23L
CTTNBP2
SLMAP
NME3
LARP4
MRPS10
MYH10
PALM3
CACNG6
TSPAN11
NMI
SMPD4
RAI14
ARHGAP32
PKP3
EPC1
PRPF18
RNF44
GAL3ST4
BET1L
THPO
TNFSF9
FAM193A
MOV10
FOXD1
CDK5RAP2
JRKL
TRIM44
SLC25A20
TFEC
CASP9
ALG2
C5orf22
CCDC85C
MAPK10
LPAR5
RALGAPA2
LRRC46
PFDN4
DHRS12
ACLY
ZNF280B
CNGA1
IL9R
TMEM102
MNAT1
RECQL5
GIT2
GSN
SCML1
HBB
GIPC2
HDHD2
DUSP26
CDC25C
PDE7A
FAM3C
EGLN3
RNF135
GTF3C3
MAGEL2
OGT
SLC25A34
VAMP7
DNAJB14
NSMCE2
EXOSC5
PPP1R1C
TUFT1
TWIST2
USP37
KCNN3
ZNF484
BTBD9
CILP2
CNNM2
NSUN5
ZNF641
JTB
DCLK1
SGCD
AUP1
WDFY2
NFKBIE
ESRRA
PDS5A
LRRC28
ULK1
GYG2
ADSL
GTF2F2
SLU7
LIME1
MLH3
MOCS2
DOLPP1
DDO
TMED9
B3GALT6
NLE1
NXPH3
ACP1
PTPN14
POMP
ATP6V1B1
P4HTM
CAPS
CTAGE1
CASS4
CXorf65
YPEL3
CYP20A1
DDA1
MEOX1
RAB4A
VOPP1
FN1
NOTCH1
HCK
CSMD2
HTATSF1
RAPGEFL1
SH2D4B
MTTP
ZNF876P
CDK5R1
SLAIN1
MLXIPL
SIPA1L3
USP20
RBBP8
PIK3C2B
MAP2K3
RPS14
EXOSC3
UCK1
ADAR
DCLK3
PTGFRN
CHCHD6
ARHGAP27
STAB2
DNAJA2
PDGFB
APBB2
SLC31A1
PFKFB2
ZC3H11A
NFE2
UBC
CDH4
S1PR4
PTCRA
AGL
NGEF
TRIP13
RNF111
ENO2
NIF3L1
ZNF337
TRIM52
FOXD2
TNFRSF13C
SNX24
CRTAC1
PPIEL
MRPL19
TSPAN4
MAPK12
PRPS1
FBXW2
HDDC3
ANTXR1
TRIM8
ZNF805
ICMT
HOXA7
FICD
SEL1L
MXD1
GTF2H4
BRIP1
PRDM4
VWDE
TNR
CREB3L4
ZFAND2B
PHF1
FRS3
DCDC2
NFATC1
CYP4F12
RCN3
SPTB
PIK3CA
SBNO2
CHGB
CEP192
LY6H
ABHD4
DMXL1
DCUN1D1
PGAP3
CSGALNACT1
WDR37
MRPL48
PTGR2
TRDN
MACROD1
MOCS1
MFGE8
PMS2
PTPN7
LSR
GIT1
LRP4
TGFA
NAGPA
ADAM22
C15orf40
ZC3HAV1
ZFPM1
MRPS28
NDE1
DCUN1D3
PIGH
MBD2
NSA2
ZNF710
COPB1
MTMR3
GNG2
ZNF136
C1QTNF4
DLGAP2
WDR88
PRRX1
CYB5R4
AKR1C2
DPF2
SLC20A1
XKRX
TIMD4
VWA1
NCOA1
EPS8L2
HEY1
CDC14A
PCGF1
NCF4
BRSK1
TMEM143
BNC1
TECPR1
PYCARD
HOXB5
BCL2L13
WBP11
LDHAL6A
ZNF627
PIK3R4
FHL1
MED25
RAD52
JARID2
TTBK2
ANKRD9
DNAH7
INF2
HAUS6
TMEM203
KLC3
NOX4
GABPB2
RPAP2
EMILIN1
ADAM8
MBOAT1
NEURL2
FGFR2
ADAM19
RUFY3
PEX10
L3MBTL2
FOXO3
RPL31
NEK7
ARFIP2
LGALS2
MYO10
LDB1
ING3
ALAS1
PDE7B
MBNL2
C1QC
TRPC3
CHD7
MTG1
ENTPD3
CPAMD8
PARD6B
FAM114A2
SLC23A1
GYPE
ZBTB40
CD96
WDR5B
MMP7
EXOSC2
OLA1
RNF208
FBXO11
YARS2
FABP7
BID
ZACN
CACNA1H
HABP2
BAIAP2L1
BCL6
ZNF880
USP24
CHTF8
ELF3
TMEM25
CDKN2AIPNL
IFIT2
GON4L
KCNS1
RRN3
RASSF10
ANKRD1
MX1
SLC5A6
CRISP3
CDK19
TMEM87A
SGCA
VPS13D
RAB38
SRM
RSL24D1
MYOM1
TRPA1
MS4A4A
ASB1
GALNTL6
DST
IMMP1L
CACNA1I
KIF9
STAMBP
OR2C1
MAPKBP1
GRM1
GSDMC
ZNF175
KCNMB4
EXOC6
SYMPK
SEMA3G
IRAK2
CHAD
NOL4
OXR1
YIPF3
CATSPER2
PPCDC
CALM2
CYP2U1
SOX8
ZNF546
ZNF492
PRG4
PPT1
GALNS
SGK2
RANBP17
FHOD3
FCHSD1
CREBZF
FAT4
G3BP2
KBTBD12
PNLIPRP2
CLDN2
DSTN
AEN
FLAD1
PLD6
PNOC
SFTPD
ZNF263
VEGFA
KLHL9
KCNH4
ZNF766
HLA-DPB2
EHD4
HARS2
TAT
IGHMBP2
RNF14
FEM1C
KLF10
DDX27
ABCB1
TSEN15
MKRN1
SLC12A4
RAB37
ZEB1
DCK
ERP29
DNAJC1
FIZ1
TESC
ALDH3A2
SHISA2
KRT18
SFRP2
SLC24A3
ZAN
CCT6B
GAN
E2F5
SLC25A12
DEPDC1B
LRP3
RPL23AP53
JAKMIP3
LRSAM1
WIPF1
NME2
DNAJC9
LRP11
SLC35A3
VAMP2
SLC36A1
RNF8
UPB1
PURG
DPEP1
MSL2
TTBK1
CCNL2
LIMK2
FBXO30
NIPAL3
N4BP2L2
PARN
MSL3
ALOX5
UBL4A
COX7B
ZZZ3
GM2A
GBP6
CAPG
MBTPS2
SNX13
ATP1A1
POR
FAIM2
FOS
GJA1
ZNF174
WDR54
LZIC
ADA
DSCAML1
UMODL1
GNMT
DDX52
POLR2E
TFPI
PLAUR
MAN2B2
ADAMTS3
NIPA2
SIDT2
ABCC1
FREM1
RAB14
CYBRD1
EDF1
GABARAPL2
CASP6
LMNB1
AHCY
ATP1A2
NPHS1
GJC2
CBFB
FGFBP2
CATSPERG
RAP1A
TPX2
CNRIP1
SH2D6
DNM1
ATOH7
TFCP2
PEBP1
ITIH5
ATP6V0A1
MPDU1
HMGXB4
ZFAND1
RFT1
HNRNPR
FGFR3
ANAPC4
CHST9
SIRT5
XYLT2
FLT4
TMEM177
FCRL1
CLPTM1L
COMTD1
SLC22A5
NFYC
PSMB7
EVI2A
TBCD
CAPNS1
ADAM23
F13A1
FLJ13224
SLCO4C1
ARHGEF3
ANKDD1A
CDK6
MAN1B1
CCDC93
TIMM22
BTG2
LMNA
TRERF1
MANEA
MPPED2
VPS26A
ACTR2
SMTNL2
DYSF
EIF4E3
SNAI2
RBM27
MMP1
NFAT5
KIF12
CYB5R1
ASXL3
LRRC3B
METTL8
SUN1
A4GNT
CELF1
KSR2
SRRM3
SLC40A1
LAT2
TNMD
NTSR1
DLG4
RARA
GALC
RRP12
ELP3
HS3ST2
WDR43
TMEM176B
MGAT1
USP33
BMP5
SYDE2
TBRG4
ATF4
BTBD2
GPR171
UNC45B
ASMTL
FBN2
PTPRG
APOOL
UBE2V1
ARV1
SLC35B4
SLC35F1
KCNJ13
GPBP1
IPO7
DNAJC10
PLCH2
NXNL2
FBXO46
MEG3
FGF11
ENOPH1
ABHD5
ANKAR
MXD3
ZNF613
EXTL2
IBSP
VAMP1
PAX3
C11orf68
ZC3H4
HSPB9
CLCN2
GSTM3
SP4
G3BP1
CUX2
CYB561D2
ROBO3
MKLN1
B3GAT3
COX7A2L
NDUFB8
SSNA1
TOMM20
GABRP
OTUD7A
RNF128
PLOD1
ENAH
POLE
SF3B5
C22orf23
MFAP2
MOBP
LRFN1
FBXO24
GPR63
ZBTB49
ARHGDIA
SPATA12
CHMP1B
AURKAIP1
TMEM126B
MAML3
UNK
LPGAT1
B3GAT2
ZSCAN12
BOP1
CASKIN2
COX5B
APOBEC3F
COL15A1
UBA3
RNF7
DENR
SND1
SLC16A6
FDXACB1
GFOD2
OLR1
SSBP3
SFT2D2
PRRG4
PCYOX1L
LPAR2
ARHGAP25
STT3B
DCUN1D5
CLEC4F
LONRF1
POLR2C
PRKDC
ANKS1A
MYBL2
MAGEE2
ABCA2
PLD1
FZD3
CCL28
CCDC69
APOL4
ZNF345
HMGB1
ZCWPW2
TIMM10
EPB41L4A
RBPMS2
RPS6
DAD1
GCNT7
IPMK
PTRH2
TREML1
CXCL17
KLF8
ZNF713
ZBTB11
NKAIN4
APLF
LRRC40
PGAP2
CCDC83
ACOT4
CCDC9
RPE
TCN2
NUMA1
INCENP
ALDH3B1
ASAP1
BTBD6
UBE2A
RNF187
MMP8
ADH1C
MYOCD
METRNL
YWHAB
IFT88
UBA7
ADAMTS9
BMP7
DGCR6L
EIF4G3
CMTM3
LRRC8E
FBXW4
PREX1
MAB21L1
TBX15
TTC21A
TIPARP
CBX1
AGBL2
ALDH16A1
RP9
CALCR
TP53BP2
ELL2
ZNF318
GSPT1
PHGDH
SLC25A38
BDKRB1
TP53BP1
SLC25A16
C1QTNF6
SLC4A8
ZNF654
GNG4
ZNF212
NDUFC1
ANKRD13A
MYO9B
ZCCHC2
ABO
PPP1R14C
GOT2
LOC284009
IMPACT
CHTF18
RPS4X
JAM2
RIPK4
VPS36
CDH22
ADAMTSL3
SLC12A7
CORO2A
GPR34
NUP210L
NRBP2
C1orf174
ARMCX6
TCEA3
TREML2
KRT36
CACHD1
TMEM134
ZNF593
SPEG
FAM186B
GPX2
POLR3H
SH2B3
CCT8
CCNA1
TMEM106A
PANX2
SYT3
LRRIQ3
RPAP3
C6orf47
FGD4
PTCH2
CRAT
EGLN1
C16orf89
KCNIP1
P2RX6
VIPR2
NR2F1
KIAA0319
ILDR1
CCDC68
ZCCHC24
CCDC34
PEX19
SCN3A
ELOVL3
PDE5A
SPAST
PANK2
WDR18
TDRD1
DDX55
ATXN7L2
MTRF1
GDAP1L1
RALGAPB
MRPL36
ZNF649
RBM7
HYI
ATP8B4
NGDN
PDGFRA
MEF2A
CA3
PSMD9
TM4SF1
SLC30A6
ADNP2
EGFLAM
RAP1GAP2
RGL4
ALG12
NF1
SEPHS2
ACTR3C
SERPINE2
MALAT1
CYP46A1
MUC12
TNRC6B
SHC4
UNC13A
CPT1A
COPS2
GGTLC1
ZNF333
PIK3R1
APBB1
SYNC
ZNF638
KCNJ6
ITGB2
TMEM169
NDP
PAPSS1
BASP1
TBX19
MDFIC
TSR1
SUCLG2
SEMA4F
PNPLA7
NCBP1
GPIHBP1
BEX5
TADA3
HOXB9
UXS1
SEC61A1
F3
DEXI
SLC25A44
